id,unite,konu_alt_basligi,kazanım,soru_tipi,bloom,zorluk,gorsel_turu,veri_yapisi,on_bilgi,matematiksel_beceriler,baglam,kaynak_yil,dogru_cevap,image_path,kazanım_len,baglam_len,kazanım_kelime_sayisi,baglam_kelime_sayisi,kazanım_ort_kelime,baglam_ort_kelime,on_bilgi_sayisi,mat_beceri_sayisi,bloom_ordinal,gorsel_karmaşıklık,veri_yapisi_karmaşıklık
S99-2021-VeriAnalizi,Veri Analizi,Sütun Grafikten Daire Grafiğe Dönüştürme,"Verilen sütun grafiğini daire grafiğine dönüştürür, verileri oranlayarak merkez açı hesaplar.",Grafik Dönüştürme ve Oran Hesaplama,Uygulama,3,Sütun Grafik,Sütun Grafik → Daire Grafik,Oran-orantı | Açı hesaplama | Toplama,Oran kurma | Açı hesaplama | Veri yorumlama,Fabrika – bölümlere göre çalışan sayısı,2021,B,images/veri_analizi_99.png,93,39,11,6,8.454545454545455,6.5,3,3,2,2,2
S100-2019-VeriAnalizi,Veri Analizi,Oran Karşılaştırma ile Merkez Açı Farkı Bulma,İki orantılı veri grubunun daire grafiğindeki merkez açı farkını hesaplar.,Oran ve Açı Hesaplama,Uygulama,2,Metin,Oran → Açı Farkı,Oran-orantı | Açı hesaplama,Oran kurma | Çıkarma | Yorumlama,Sınıf başkanlığı seçiminde oy oranı karşılaştırması,2019,B,images/veri_analizi_100.png,74,51,10,6,7.4,8.5,2,3,2,1,2
S101-2022-VeriAnalizi,Veri Analizi,Daire Grafikte Orantısal İlişki Kurma,Daire grafiğindeki oranları kullanarak sayısal değerler arasında ilişki kurar.,Oran-Orantı ve Açı Hesaplama,Uygulama,3,Daire Grafik,Açı → Oran → Sayı,Oran-orantı | Açı hesaplama,Oran kurma | Açıdan değer bulma | Çarpma,Araç renk dağılımı analizi,2022,B,images/veri_analizi_101.png,78,26,9,4,8.666666666666666,6.5,2,3,2,2,3
S102-2020-VeriAnalizi,Veri Analizi,Yüzde Dağılımı ile Toplam Bulma,Daire grafiğinde verilen yüzdelik dağılımları yorumlayarak toplam sayıyı bulur.,Yüzde Hesaplama ve Veri Yorumlama,Uygulama,2,Daire Grafik,Yüzde → Sayı Hesaplama,Yüzde hesaplama | Oran-orantı,Oran kurma | Yüzdeyi sayıya dönüştürme | Toplama,Sınıf – kız ve erkek öğrenci oranı analizi,2020,B,images/veri_analizi_102.png,79,42,9,8,8.777777777777779,5.25,2,3,2,2,2
S103-2024-VeriAnalizi,Veri Analizi,Oran Zinciri ile Merkez Açı Hesaplama,Birden fazla orantı arasında ilişki kurarak daire grafiğinde merkez açı hesaplaması yapar.,Oran-Orantı ve Dönüştürme,Analiz,3,Metin,Oran → Oran → Açı,Oran-orantı | Çarpma | Bölme,Oran kurma | Açı hesaplama | Çarpma,Kuru yemiş paketinde ağırlık oranı analizi,2024,D,images/veri_analizi_103.png,90,42,12,6,7.5,7.0,3,3,3,1,3
S104-2021-VeriAnalizi,Veri Analizi,Zaman Serisi Veri Yorumu,Verilen çizgi grafiğini yorumlayarak farklı günlerdeki değişimleri analiz eder.,Zaman Serisi ve Açı Hesaplama,Analiz,2,Çizgi Grafik,Zaman → Açı Hesaplama,Grafik okuma | Oran-orantı | Zaman farkı,Açı hesaplama | Zaman yorumlama | Toplama,Manav – elma satış miktarının günlere göre değişimi,2021,B,images/veri_analizi_104.png,79,51,9,8,8.777777777777779,6.375,3,3,3,2,2
S105-2025-VeriAnalizi,Veri Analizi,Yüzde Verilerinden Oy Sayısı Hesaplama,Daire grafikte verilen oranları kullanarak toplam oy ve geçerli oy hesaplaması yapar.,Yüzde ve Oran Hesaplama,Uygulama,3,Daire Grafik,Yüzde → Sayı Hesaplama,Yüzde hesaplama | Oran-orantı | Toplama,Oran kurma | Yüzdeyi sayıya çevirme | Toplama,Seçim – geçerli ve geçersiz oyların dağılımı,2025,C,images/veri_analizi_105.png,85,44,12,7,7.083333333333333,6.285714285714286,3,3,2,2,2
S106-2022-VeriAnalizi,Veri Analizi,Çoklu Daire Grafikte Veri Karşılaştırma,Birden fazla daire grafikteki verileri karşılaştırarak oran farklarını yorumlar.,Grafik Karşılaştırma ve Veri Analizi,Analiz,3,Çift Daire Grafik,Daire Grafik + Daire Grafik → Karşılaştırma,Oran-orantı | Yüzde hesaplama,Oran kurma | Fark bulma | Karşılaştırma,Konut sitesi – bloklara göre daire sayısı,2022,B,images/veri_analizi_106.png,80,41,9,7,8.88888888888889,5.857142857142857,2,3,3,2,2
S107-2023-VeriAnalizi,Veri Analizi,Zaman Planlama ve Grafik Yorumu,Daire grafikte verilen süre dağılımlarını zamana dönüştürerek program akışı oluşturur.,Zaman Hesaplama ve Grafik Yorumlama,Analiz,3,Daire Grafik + Tablo,Daire Grafik + Tablo → Zaman Hesaplama,Açı-süre ilişkisi | Zaman farkı | Toplama,Açıdan süre bulma | Toplama | Zaman farkı hesaplama,Otobüs yolculuğu – illere göre süre dağılımı,2023,C,images/veri_analizi_107.png,86,44,10,7,8.6,6.285714285714286,3,3,3,3,2
S108-2020-VeriAnalizi,Veri Analizi,Çizgi Grafiklerde Veri Karşılaştırma,Bir veri grubundaki değişimleri çizgi grafik üzerinde yorumlar.,Veri Yorumlama ve Karşılaştırma,Analiz,3,Çizgi Grafik,Çizgi Grafik → Sonuç Karşılaştırma,Toplama | Çıkarma | Grafik okuma | Değişim hesaplama,Veri analizi | Kıyaslama | Aritmetik işlem | Grafik yorumlama,3 çocuğun yıllara göre boy uzunluğu değişimi,2020,C,images/veri_analizi_108.png,63,44,8,7,7.875,6.285714285714286,4,4,3,2,2
S109-2020-VeriAnalizi,Veri Analizi,Sütun Grafiğinde Oran ve Karşılaştırma,Sütun grafiğinde verilen verileri kullanarak oran ilişkileri kurar ve yorum yapar.,Veri Yorumlama ve Oran Hesaplama,Analiz,3,Sütun Grafik,Sütun Grafik → Oran/Uzunluk Karşılaştırma,Oran-orantı | Uzunluk ilişkisi | Sütun grafik okuma,Oran kurma | Karşılaştırma | Aritmetik işlem | Grafik yorumlama,Selen ve Melis'in karış ile ölçtükleri eşyaların uzunlukları,2020,B,images/veri_analizi_109.png,82,60,11,8,7.454545454545454,7.5,3,4,3,2,2
S110-2021-VeriAnalizi,Veri Analizi,Çizgi Grafikte Değişim ve Yorumlama,"Çizgi grafiğinde verilen verileri yorumlar, değişimleri karşılaştırır ve çıkarımlarda bulunur.",Veri Yorumlama ve Karşılaştırma,Analiz,4,Çizgi Grafik,Çizgi Grafik → Değişim Analizi,Aritmetik ortalama | Grafik okuma | Değişim hızı | Karşılaştırma,Aritmetik ortalama hesaplama | Fark alma | Grafikten değer okuma | Karşılaştırma yapma,Üç farklı sinek kuşunun zamana göre toplam kanat çırpma sayıları,2021,C,images/veri_analizi_110.png,94,64,10,10,9.4,6.4,4,4,3,2,2
S111-2021-VeriAnalizi,Veri Analizi,Sütun Grafiğinde Oran ve Kapasite Yorumu,"Sütun grafiğinde verilen verileri oran, kapasite ve karşılaştırma yaparak yorumlar.",Veri Yorumlama ve Karşılaştırma,Analiz,4,Sütun Grafik,Sütun Grafik → Oran Yorumu,Oran-orantı | Yüzde hesaplama | Grafik okuma | Kapasite kavramı,Yüzdeyi gerçek değere dönüştürme | Karşılaştırma | Çarpma-bölme işlemleri | Grafikten veri okuma,Rüzgar türbinlerinin farklı kapasite değerlerine göre bir haftada karşıladığı ev sayıları,2021,B,images/veri_analizi_111.png,83,89,10,11,8.3,8.090909090909092,4,4,3,2,2
S112-2022-VeriAnalizi,Veri Analizi,Daire Grafiğinde Oran Yorumlama,Daire grafiğinde verilen oranları yorumlar ve doğru grafiği belirler.,Grafik Yorumlama,Uygulama,2,Daire Grafik,Oran → Merkez Açı,Oran-orantı | Merkez açı hesaplama,Orantı kurma | Açı hesaplama | Grafik yorumlama,Sınıftaki kız ve erkek öğrenci oranı,2022,C,images/veri_analizi_112.png,69,36,9,6,7.666666666666667,6.0,2,3,2,2,2
S113-2020-VeriAnalizi,Veri Analizi,Daire Grafiğinde Yüzde–Açı Dönüşümü,Verilen yüzdelere göre daire grafiğini yorumlar ve doğru grafiği belirler.,Grafik Yorumlama,Uygulama,2,Daire Grafik,Yüzde → Merkez Açı,Yüzde hesaplama | Merkez açı hesaplama | Grafik okuma,Oran-orantı | Açı hesaplama | Veri yorumlama,Hastanede randevu alınan bölümlerin dağılımı,2020,C,images/veri_analizi_113.png,74,44,10,5,7.4,8.8,3,3,2,2,2
S114-2024-VeriAnalizi,Veri Analizi,Daire Grafiği ve Oran Değişimi,Daire grafiğinde verilen oranlar üzerinden yeni durumlara göre yüzdelik değişimleri hesaplar.,Oran Değişimi ve Yorumlama,Analiz,3,Daire Grafik,Yüzde → Oran Değişimi,Oran-orantı | Yüzde hesaplama | Daire grafik okuma,Oran-orantı | Yüzde değişimi | Problem çözme,Bilgisayarda klasörlerin kapladığı alanlar,2024,B,images/veri_analizi_114.png,93,42,11,4,8.454545454545455,10.5,3,3,3,2,2
S115-2018-VeriAnalizi,Veri Analizi,Daire Grafiği ve Para Problemi,Daire grafiğinde verilen açıları kullanarak para türlerine ait adetleri ve toplam para miktarını hesaplar.,Daire Grafik Yorumlama ve Oran-Orantı,Analiz,3,Daire Grafik,Daire Grafik → Açıdan Adet Bulma → Toplam Para Hesabı,Daire grafiği okuma | Açı-oran ilişkisi | Oran-orantı | Temel para birimi dönüşümleri (kuruş–lira),Oran kurma | Açıdan adet bulma | Çarpma ve toplama işlemleri | Para problemi çözme,Kumbaradaki madeni paraların türlerine göre dağılımı,2018,A,images/veri_analizi_115.png,106,52,14,6,7.571428571428571,8.666666666666666,4,4,3,2,3
S116-2021-VeriAnalizi,Veri Analizi,Daire Grafiği ile Borç Dağılımı Yorumlama,Daire grafiğinde verilen oranları kullanarak toplam borç içindeki ödenen ve kalan miktarları hesaplar.,Daire Grafik Yorumlama,Analiz,3,Daire Grafik (Çift Grafik Karşılaştırma),Açı → Oran → Miktar Hesaplama,Açı-oran ilişkisi | Yüzde hesaplama | Toplam miktar üzerinden parça bulma,Oran-orantı | Yüzdeyi miktara dönüştürme | Çıkarma ve toplama,Konut kredisi borcu ve ödeme durumu,2021,C,images/veri_analizi_116.png,102,35,13,6,7.846153846153846,5.833333333333333,3,3,3,2,3
S117-2022-VeriAnalizi,Veri Analizi,Daire Grafiği ile Olasılık ve Yorumlama,Zaman aralıklarına göre verilen daire grafiklerindeki oranları kullanarak gol beklentisi ve gerçekleşen sonuç arasında ilişki kurar.,Daire Grafik Yorumlama ve Mantıksal Çıkarım,Analiz,4,Daire Grafik (Çift Grafik Karşılaştırma),Açı → Yüzde → Olasılık Yorumu,Açı-yüzde ilişkisi | Oran yorumlama | Futbol gol beklentisi kavramı,Yüzde hesaplama | Grafik karşılaştırma | Mantıksal çıkarım yapma,Futbol maçında iki takımın gol beklentilerinin dağılımı,2022,C,images/veri_analizi_117.png,132,55,16,7,8.25,7.857142857142857,3,3,3,2,3
S118-2018-VeriAnalizi,Veri Analizi,Çizgi Grafiği Yorumlama,"Çizgi grafiğinde verilen verileri yorumlar, doğru–yanlış çıkarımları ayırt eder.",Grafik Yorumlama ve Doğruluk Analizi,Analiz,2,Çizgi Grafik,Çizgi Grafik → Sözel Yorumlama,Artış–azalış kavramı | Grafik okuma | Kâr-zarar kavramı,Veri karşılaştırma | Yorum yapma | Doğru-yanlış analiz etme,Bir şirketin yıllara göre kâr miktarı,2018,C,images/veri_analizi_118.png,80,37,9,6,8.88888888888889,6.166666666666667,3,3,3,2,2
S119-2025-VeriAnalizi,Veri Analizi,Daire Grafiği Yorumlama,Daire grafiğinde verilen açıları kullanarak öğrenci sayılarını hesaplar ve karşılaştırır.,Daire Grafik → Oran Hesaplama ve Karşılaştırma,Uygulama,2,Daire Grafik,Açı → Oran → Öğrenci Sayısı,Açı-oran ilişkisi | Toplam üzerinden pay bulma | Yüzde hesaplama,Oran-orantı | Çarpma-bölme | Karşılaştırma,Okuldaki kurs tercih dağılımı,2025,B,images/veri_analizi_119.png,89,29,10,4,8.9,7.25,3,3,2,2,3
S120-2019-VeriAnalizi,Veri Analizi,Çizgi Grafik Yorumlama,Çizgi grafiğinde verilen değişimleri yorumlayarak doğru–yanlış ifadeleri ayırt eder.,Grafik Yorumlama ve Doğruluk Analizi,Analiz,4,Çizgi Grafik,Çizgi Grafik → Sözel Yorumlama,Artış-azalış analizi | Yüzde hesaplama | Grafik okuma,Veri karşılaştırma | Aritmetik işlem | Mantıksal çıkarım,Isınma kaynaklarına yapılan harcamalar,2019,D,images/veri_analizi_120.png,84,38,9,4,9.333333333333334,9.5,3,3,3,2,2
S121-2023-VeriAnalizi,Veri Analizi,Daire Grafiği Alan Hesaplama,Çizgi grafikten okunan yıllık toplam harcamaları kullanarak daire grafiğinde gösterilecek açı değerini hesaplar.,Daire Grafik → Açı Hesaplama,Uygulama,3,Bağımlı Soru (Çizgi Grafik + Daire Grafik),Toplam → Pay → Açı,Oran-orantı | Açı-yüzde ilişkisi | Grafik yorumlama,Toplama | Oran hesaplama | Açı hesaplama,Isınma harcamalarının yıllara göre dağılımı,2023,B,images/veri_analizi_121.png,112,43,13,5,8.615384615384615,8.6,3,3,2,3,3
S122-2020-VeriAnalizi,Veri Analizi,Sütun Grafiği Yorumlama,"Sütun grafiğinde verilen doğru, yanlış ve boş sayıları kullanarak toplam yanıtlanan soru sayısını hesaplar.",Grafik Yorumlama ve Toplam Hesaplama,Uygulama,2,Sütun Grafik,Sütun Grafik → Toplama,Grafik okuma | Toplama işlemi | Doğru-yanlış-boş kavramı,Toplama | Veri okuma | Karşılaştırma,Deneme sınavı sonuçlarının değerlendirilmesi,2020,B,images/veri_analizi_122.png,107,44,14,4,7.642857142857143,11.0,3,3,2,2,2
S123-2019-VeriAnalizi,Veri Analizi,Pasta Grafiği Yorumlama,Verilen doğru-yanlış bilgilerine göre net hesaplayarak pasta grafiğinde bir birimin kaç dereceye karşılık geldiğini belirler.,Grafik + Net Hesaplama,Uygulama,3,Sütun Grafik (önceki sorudan),Doğru–yanlış → net → derece,3 yanlışın 1 doğruyu götürmesi | Pasta grafiği tam açı = 360°,Açı hesaplama | Net bulma | Oran-orantı,Deneme sınavı sonuçlarının grafiksel gösterimi,2019,B,images/veri_analizi_123.png,125,46,15,5,8.333333333333334,9.2,2,3,2,2,3
S124-2024-VeriAnalizi,Veri Analizi,Grafik Türleri ve Kullanım Amaçları,Farklı grafik türlerinin hangi amaçla kullanıldığını açıklar.,Çoktan Seçmeli,Bilgi,1,Metin,Sözel ifade,Grafik türleri | Sütun grafik | Çizgi grafik | Daire grafik,Grafik okuma | Kavram bilgisi,Grafik türlerinin kullanım amaçlarını belirleme,2024,D,images/veri_analizi_124.png,61,47,7,5,8.714285714285714,9.4,4,2,1,1,1
S125-2022-VeriAnalizi,Veri Analizi,Sütun Grafiğinde Veri Karşılaştırma,Sütun grafiğindeki verileri karşılaştırarak sonuca ulaşır.,Çoktan Seçmeli,Uygulama,2,Sütun Grafik,Sayısal veri,Toplama | Grafik okuma | Karşılaştırma,Aritmetik işlem | Veri karşılaştırma | Grafik yorumlama,Mini sınav sonuçlarının karşılaştırılması,2022,D,images/veri_analizi_125.png,58,41,6,4,9.666666666666666,10.25,3,3,2,2,1
S126-2021-VeriAnalizi,Veri Analizi,Sütun Grafiğinde Artış-Azalış Karşılaştırma,Sütun grafiğindeki verileri kullanarak artış ve azalışları yorumlar.,Çoktan Seçmeli,Analiz,3,Sütun Grafik,Sayısal veri,Çıkarma | Karşılaştırma | Grafik okuma,Fark hesaplama | Veri analizi | Karşılaştırma,Mini sınavlarda öğrenci performansı değişimi,2021,D,images/veri_analizi_126.png,68,44,8,5,8.5,8.8,3,3,3,2,1
S127-2024-VeriAnalizi,Veri Analizi,Uygun Grafik Türünü Belirleme,Verilen veriler için uygun grafik türünü belirler.,Çoktan Seçmeli,Bilgi,2,Tablo,Sayısal veri tablosu,Grafik türleri | Tablo yorumlama,Karşılaştırma | Veri okuma,TÜİK trafik kaza kusur unsurları tablosu,2018,B,images/veri_analizi_127.png,50,40,7,6,7.142857142857143,6.666666666666667,2,2,1,2,1
S128-2023-VeriAnalizi,Veri Analizi,Daire Grafik – Açı Hesaplama,Veriyi daire grafiğine dönüştürüp merkez açıyı hesaplar.,Problem Çözme,Uygulama,2,Sütun Grafik → Daire Grafik,Grafik -> Hesaplama,Daire grafiği | Açı ölçüsü | Oran-orantı,Açı hesaplama | Orantı kurma,Nesne dağılımı – bilye renkleri,2023,C,images/veri_analizi_128.png,56,31,7,5,8.0,6.2,3,2,2,2,1
S129-2024-VeriAnalizi,Veri Analizi,Yüzde Değişimi Yorumlama,Verilen tabloya göre yüzde artış ve azalış hesaplar.,Yorumlama,Analiz,3,Tablo,Tablo -> Karşılaştırma,Yüzde kavramı | Artış-azalış hesaplama,Yüzde hesaplama | Veri analizi,Akademik başarı – çözülen soru sayısı,2024,A,images/veri_analizi_129.png,52,37,8,6,6.5,6.166666666666667,2,2,3,2,1
S130-2020-VeriAnalizi,Veri Analizi,Grafik Okuma ve Doğru Sayısı,Daire grafiği ve sütun grafiğini bir arada kullanarak veri analizi yapar.,Problem Çözme,Analiz,3,Daire + Sütun Grafik,Grafik -> Hesaplama,360 derece dağılım | Yanlış-doğru ilişkisi,Açı hesaplama | Doğru sayısı bulma,Sınav performansı,2020,D,images/veri_analizi_130.png,73,17,11,2,6.636363636363637,8.5,2,2,3,3,1
S131-2022-VeriAnalizi,Veri Analizi,Başarı Yüzdesi Hesaplama,Sütun ve çizgi grafiği verilerini karşılaştırarak başarı yüzdesi bulur.,Analiz,Değerlendirme,3,Sütun + Çizgi Grafik,Grafik -> Yüzde Hesaplama,Başarı yüzdesi | Toplam kavramı,Yüzde hesaplama | Kıyaslama,Akademik başarı – seçmeli dersler,2022,C,images/veri_analizi_131.png,71,33,9,5,7.888888888888889,6.6,2,2,4,3,1
S132-2024-VeriAnalizi,Veri Analizi,Daire Grafikte Açı Hesaplama,Aylara göre çözülen soru sayılarını daire grafiğine dönüştürür.,Problem Çözme,Uygulama,2,Sütun Grafik,Grafik -> Açı Hesaplama,Açı ölçüsü | Toplam kavramı,Açı hesaplama,Akademik performans,2024,C,images/veri_analizi_132.png,63,19,8,2,7.875,9.5,2,1,2,2,1
S133-2025-VeriAnalizi,Veri Analizi,Açıdan Değer Okuma,Daire grafikten sayısal değerlere ulaşır.,Yorumlama,Analiz,2,Daire Grafik,Grafik -> Değer Hesaplama,360 derece dağılım | Orantı,Orantı kurma,Soru çözme – ders dağılımı,2025,B,images/veri_analizi_133.png,41,26,5,5,8.2,5.2,2,1,3,2,1
S134-2023-VeriAnalizi,Veri Analizi,Grafik İlişkisi,İki farklı grafik türünü birleştirerek toplam sonucu bulur.,Problem Çözme,Analiz,4,Daire + Daire,Grafik -> Karşılaştırma,Açı | Yüzde | Toplam kavramı,Oran kurma,Üniversite tercih analizi,2023,A,images/veri_analizi_134.png,59,25,8,3,7.375,8.333333333333334,3,1,3,3,1
S135-2021-VeriAnalizi,Veri Analizi,Daire Grafik – Sınıf Öğrenci Sayısı,Verilen sayıların daire açısını bulur.,Problem Çözme,Uygulama,2,Sütun Grafik,Grafik -> Açı Hesaplama,Açı hesabı | Toplam,Oran kurma,Sınıf öğrenci sayısı,2021,C,images/veri_analizi_135.png,38,20,5,3,7.6,6.666666666666667,2,1,2,2,1
S136-2018-VeriAnalizi,Veri Analizi,Yüzde – Daire Grafik,Tablodaki verilerden kalan paranın açı değerini bulur.,Yorumlama,Analiz,4,Tablo,Yüzde -> Açı Hesaplama,Yüzde | 360° dağılım,Açıdan değer bulma,Para yönetimi,2018,D,images/veri_analizi_136.png,54,13,7,2,7.714285714285714,6.5,2,1,3,2,1
S137-2019-VeriAnalizi,Veri Analizi,Daire + Sütun Grafik,Satılmayan kitap sayısını grafiklerden yorumlar.,Problem Çözme,Analiz,4,Daire + Sütun Grafik,Yüzde -> Sayı Hesaplama,360 derece | Yüzde,Yüzde hesaplama,Yayınevi – kitap satış analizi,2019,C,images/veri_analizi_137.png,48,30,5,5,9.6,6.0,2,1,3,3,1
S138-2021-VeriAnalizi,Veri Analizi,Grafikten Sayı Bulma,Daire grafikten gerçek sayısal değere ulaşır.,Yorumlama,Uygulama,2,Daire Grafik,Grafik -> Hesaplama,360° | Oran kurma,Orantı kurma,Soru çözme,2021,C,images/veri_analizi_138.png,45,10,6,2,7.5,5.0,2,1,2,2,1
S139-2024-VeriAnalizi,Veri Analizi,Grafik Yorumlama Hatası,Grafik dönüşümünde verilen ifadeleri değerlendirir.,Yorumlama,Analiz,3,Sütun -> Daire Grafik,Grafik -> Kontrol,Açı | Yüzde | Hata kontrolü,Açı hesaplama | Doğru değerlendirme,Günlük soru çözümü,2024,D,images/veri_analizi_139.png,51,18,5,3,10.2,6.0,3,2,3,2,1
S140-2020-VeriAnalizi,Veri Analizi,Veri Oranı – Üretim ve İşçi Sayısı,Grafiklerden işçi başına üretim hesaplar ve karşılaştırır.,Problem Çözme,Analiz,4,Daire + Sütun Grafik,Grafik -> Oran Hesaplama,Orantı | Açı ölçüsü | Oran kavramı,Orantı kurma | Karşılaştırma,Endüstri – ayakkabı üretimi,2020,D,images/veri_analizi_140.png,58,27,7,4,8.285714285714286,6.75,3,2,3,3,1
S141-2023-VeriAnalizi,Veri Analizi,Grafik – Aritmetik Ortalama,Grafik yardımıyla ortalama hesaplar ve yorumlar.,Yorumlama,Analiz,3,Sütun Grafik,Grafik -> Ortalama Hesaplama,Ortalama | Yüzde hesaplama | Grafik okuma,Ortalama | Yüzde hes. | Karşılaştırma,Sıfır atık – okul yemekhanesi,2023,C,images/veri_analizi_141.png,48,29,6,5,8.0,5.8,3,3,3,2,1
S142-2024-VeriAnalizi,Veri Analizi,Daire Grafik – Yeni Araç Kayıtları,Grafik ve tablodaki veriyi birleştirerek sonucu bulur.,Problem Çözme,Analiz,4,Daire Grafik + Tablo,Tablo -> Hesaplama,Orantı | Toplam kavramı,Toplama | Oran kurma,Ulaşım – araç kayıtları,2024,A,images/veri_analizi_142.png,54,23,7,4,7.714285714285714,5.75,2,2,3,3,1
S143-2025-VeriAnalizi,Veri Analizi,Toplam Ücret – Grafik Dönüştürme,Grafikteki verileri oranlayarak toplamı daire grafiğine dönüştürür.,Problem Çözme,Analiz,5,Sütun -> Daire Grafik,Grafik -> Açı Hesaplama,Oran | Bileşik hesaplama | 360° dağılım,Orantı kurma | Açı hesaplama,Sinema – bilet satışları,2025,D,images/veri_analizi_143.png,67,24,7,4,9.571428571428571,6.0,3,2,3,2,1
S144-2024-VeriAnalizi,Veri Analizi,Daire + Sütun Grafik – Satış Analizi,Grafiklerden satış miktarını hesaplar.,Problem Çözme,Analiz,3,Sütun + Daire Grafik,Grafik -> Hesaplama,360° dağılım | Hesaplama,Orantı kurma,Manav – meyve satış,2024,B,images/veri_analizi_144.png,38,19,4,4,9.5,4.75,2,1,3,3,1
S145-2024-VeriAnalizi,Veri Analizi,Daire Grafik – Öğrenci Dağılımı,Verilen grafikten toplam öğrenci sayısını bulur.,Problem Çözme,Uygulama,3,Daire + Sütun Grafik,Grafik -> Toplama,Açı ölçüsü | Orantı,Toplama | Oran,Okul – atölye seçimi,2024,B,images/veri_analizi_145.png,48,20,6,4,8.0,5.0,2,2,2,3,1
S146-2022-VeriAnalizi,Veri Analizi,Grafik – Artış Hesabı,Verilen üretim artışını grafikle yorumlar.,Analiz,Analiz,4,Sütun -> Daire Grafik,Grafik -> Artış Hesaplama,Orantı | Artış hesabı,Yüzde | Orantı kurma,Bisiklet satışı – üretim farkı,2022,C,images/veri_analizi_146.png,42,30,5,5,8.4,6.0,2,2,3,2,1
S147-2019-VeriAnalizi,Veri Analizi,Tablo + Grafik – Maksimum Bulma,Verilen tablo ve grafiği kullanarak maksimum değeri hesaplar.,Problem Çözme,Uygulama,4,Tablo + Sütun Grafik,Tablo -> Hesaplama,Aralık hesaplama | Toplam,Karşılaştırma | Hesaplama,"Tarım – ürün satışı (bal, kivi, fındık)",2019,C,images/veri_analizi_147.png,61,39,8,7,7.625,5.571428571428571,2,2,2,3,1
S148-2022-VeriAnalizi,Veri Analizi,Daire Grafik – Oran Yorumu,Daire grafikte verilen açıları kullanarak sıklık tablosundaki doğru değerleri belirler.,Grafik Yorumlama,Uygulama,2,Daire Grafik,Daire Grafik → Oran → Tablo Seçimi,Açı–oran ilişkisi | Toplamı paylaştırma,Oran kurma | Karşılaştırma,Sınıftaki kız ve erkek öğrenci sayıları,2022,B,images/veri_analizi_148.png,87,39,10,6,8.7,6.5,2,2,2,2,3
S149-2024-VeriAnalizi,Veri Analizi,Daire Grafik – Açı Oranı ve Güncelleme,Daire grafikte verilen açıları yorumlayarak güncellenmiş grafikteki yeni açıları hesaplar.,Grafik Yorumlama + Hesaplama,Analiz,3,Daire Grafik,Daire Grafik → Açı Toplamı → Yeni Oran Hesabı,Açı–oran ilişkisi | Toplamdan çıkarma | Orantısal dağılım,Oran kurma | Açı hesaplama | Mantıksal çıkarım,Vida üretim planı ve güncellenmiş dağılım,2024,B,images/veri_analizi_149.png,90,41,10,6,9.0,6.833333333333333,3,3,3,2,3
S150-2023-VeriAnalizi,Veri Analizi,Tablo + Sütun Grafik – Ortalama Hesaplama,Tablo ve grafik verilerini birleştirerek toplam ve ortalama değer hesaplar.,Problem Çözme,Uygulama,3,Tablo + Sütun Grafik,Tablo + Grafik → Çarpma → Toplam → Ortalama,Oran-orantı | Çarpma işlemi | Ortalama hesaplama,Hesaplama | Veriyi birleştirme | Karşılaştırma,Çiftçinin ürün satışı – domates fiyatı ve satış miktarı,2023,C,images/veri_analizi_150.png,75,55,10,9,7.5,6.111111111111111,3,3,2,3,3
S151-2024-VeriAnalizi,Veri Analizi,Tablo – Birim Başına Üretim Hesabı,Tablodaki verileri kullanarak birim başına (hektar başına) üretim miktarını hesaplar ve karşılaştırır.,Problem Çözme,Uygulama,2,Tablo,Tablo → Bölme → Karşılaştırma,Birim başına hesaplama (kg/hektar) | Karşılaştırma,Bölme işlemi | Veriyi yorumlama | Karşılaştırma,Tarım – üretim miktarı ve arazi verimliliği,2024,D,images/veri_analizi_151.png,102,43,12,7,8.5,6.142857142857143,2,3,2,2,3
S152-2021-VeriAnalizi,Veri Analizi,Sütun Grafik – Eşit Gelir Koşulu,Grafik verilerini kullanarak gelir eşitleme mantığıyla problem çözer.,Problem Çözme,Uygulama,3,Sütun Grafik,Fiyat Grafiği → Eşit Gelir → En Az Toplam,Orantı kurma | En küçük ortak kat mantığı | Gelir = fiyat × adet,Oran-orantı | Çarpma | En az değer bulma,Mağazada ürün satışından elde edilen gelir analizi,2021,D,images/veri_analizi_152.png,69,50,8,7,8.625,7.142857142857143,3,3,2,2,3
S153-2024-VeriAnalizi,Veri Analizi,Daire Grafik + Tablo – Gelir Hesaplama,Daire grafiği ve tablo verilerini birleştirerek toplam geliri hesaplar.,Problem Çözme,Uygulama,4,Daire Grafik + Tablo,Ağaç oranı → Ağaç sayısı ilişkisi → Ürün kg → Gelir hesaplama,Oran-orantı | Yüzde – bütün ilişkisi | Çarpma ve toplama | Birime göre gelir hesaplama,Oran kurma | Hesaplama | Veri birleştirme | Çok adımlı problem çözme,Meyve bahçesi – ürün ağırlığı ve satış geliri,2024,D,images/veri_analizi_153.png,71,45,9,8,7.888888888888889,5.625,4,4,2,3,3
